BIS/SQI
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8
2.5
4.2
5.8
7.5
9.2
10.8
12.5
14.3
17.1
20.0
22.9
25.7
28.6
31.4
31.4
31.4
31.4
32.9
35.7
38.6
41.4
44.3
47.1
50.0
51.3
52.6
53.8
55.1
56.4
57.7
58.3
58.3
59.0
60.3
61.5
62.8
64.1
65.4
66.7
67.9
69.2
70.5
71.8
73.1
74.4
75.6
76.9
78.2
79.5
80.8
82.1
83.3
84.6
85.9
85.9
85.9
85.9
85.9
85.9
85.3
84.0
84.0
82.7
81.4
80.1
78.8
77.6
76.3
75.6
75.6
75.6
75.6
75.6
75.6
76.9
78.2
79.5
78.8
77.6
76.9
76.9
76.9
76.9
76.9
76.9
76.9
76.9
76.9
75.6
74.4
73.7
73.7
73.1
71.8
70.5
69.2
67.9
67.3
67.3
67.3
67.3
67.3
66.0
64.7
63.5
62.2
60.9
59.6
58.3
57.1
55.8
54.5
53.2
51.9
52.6
53.8
55.1
56.4
57.7
59.0
60.3
60.3
61.5
62.8
64.1
64.7
64.7
64.7
64.1
62.8
62.2
62.2
62.2
62.2
62.2
62.2
62.2
62.8
62.8
62.2
61.5
61.5
60.3
59.0
57.7
57.1
57.1
57.1
58.3
59.6
60.9
60.9
60.9
61.5
61.5
61.5
61.5
60.9
59.6
59.0
57.7
56.4
57.1
57.1
57.7
59.0
60.3
60.3
60.3
61.5
62.8
64.1
65.4
66.7
67.3
67.3
67.3
67.3
67.3
67.3
67.3
67.3
67.3
67.3
67.3
67.9
69.2
70.5
70.5
70.5
69.9
68.6
67.3
66.0
64.7
64.1
64.1
64.1
64.1
64.7
65.4
65.4
66.7
67.9
67.9
67.3
67.3
67.3
67.3
67.3
67.3
68.6
69.9
70.5
71.8
71.8
71.8
71.8
71.8
71.2
71.8
72.4
71.8
72.4
73.1
71.8
70.5
71.8
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
73.1
72.4
71.2
69.9
68.6
67.9
68.6
68.6
68.6
68.6
68.6
68.6
68.6
67.9
67.3
67.9
69.2
69.9
69.9
69.9
69.9
69.9
71.2
72.4
72.4
