BIS/SQI
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.7
3.3
5.0
6.7
8.3
10.0
11.7
13.3
15.7
18.6
21.4
24.3
27.1
30.0
30.0
30.0
30.0
30.0
30.0
30.0
32.9
35.7
38.6
41.4
44.3
44.3
44.3
44.3
44.3
44.3
44.3
44.3
44.3
44.3
44.3
47.1
50.0
51.3
52.6
53.8
55.1
56.4
57.7
59.0
60.3
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
61.5
62.2
62.2
62.2
61.5
60.3
59.0
57.7
57.1
56.4
55.1
53.8
53.2
53.2
52.6
51.3
51.9
53.2
54.5
54.5
54.5
54.5
54.5
54.5
54.5
54.5
54.5
55.8
57.1
58.3
58.3
58.3
58.3
59.6
60.9
62.2
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
63.5
64.7
65.4
65.4
66.0
67.3
67.3
67.3
67.3
67.3
67.3
67.9
67.3
66.0
66.0
66.7
67.9
67.9
67.9
67.3
66.7
66.7
66.7
66.0
64.7
64.1
64.7
65.4
65.4
65.4
66.7
66.7
66.7
65.4
64.1
63.5
63.5
63.5
62.2
60.9
60.3
60.3
60.3
60.3
59.0
57.7
56.4
55.1
53.8
52.6
51.3
50.0
47.1
45.7
42.9
40.0
37.1
34.3
31.4
34.3
34.3
31.4
30.0
30.0
28.6
25.7
25.7
25.7
25.7
25.7
25.7
25.7
28.6
31.4
31.4
31.4
31.4
34.3
37.1
40.0
42.9
45.7
48.6
48.6
48.6
48.6
47.1
44.3
41.4
38.6
37.1
40.0
40.0
40.0
40.0
38.6
35.7
32.9
32.9
32.9
31.4
31.4
31.4
31.4
31.4
31.4
31.4
31.4
31.4
34.3
34.3
34.3
34.3
34.3
34.3
34.3
34.3
34.3
34.3
31.4
32.9
35.7
37.1
37.1
37.1
37.1
38.6
38.6
38.6
40.0
42.9
44.3
44.3
44.3
44.3
44.3
44.3
44.3
44.3
